Gender,Marital_Status,Employment_Type,Education_Level,Loan_Purpose,Age,Loan_Amount,Tenure_Months,Income
Male,Married,Self-employed,Master,Business,37,854081,10,1100044
Female,Single,Self-employed,High School,Personal,21,202029,30,336453
Female,Divorced,Self-employed,High School,Medical,24,438733,25,1057787
Male,Divorced,Salaried,High School,Personal,18,678516,59,1170831
Male,Divorced,Unemployed,PhD,Housing,61,950568,23,1880942
Female,Married,Salaried,PhD,Personal,62,559999,52,918331
Female,Married,Unemployed,Master,Personal,59,564394,23,1651582
Female,Married,Unemployed,Master,Education,64,861890,7,275409
Female,Divorced,Unemployed,PhD,Housing,30,944093,15,289967
Male,Single,Self-employed,Master,Business,39,492488,50,743201
Female,Divorced,Unemployed,Master,Education,38,402573,55,1041052
Female,Married,Salaried,High School,Personal,39,227583,52,788925
Female,Divorced,Salaried,Diploma,Education,45,373898,17,1014164
Female,Widowed,Self-employed,High School,Housing,26,148286,52,418697
Male,Single,Self-employed,Diploma,Education,43,237189,18,886713
Female,Widowed,Self-employed,PhD,Housing,26,136479,55,425595
Male,Married,Self-employed,Diploma,Education,32,430343,52,1345689
Male,Married,Unemployed,Master,Housing,27,146213,16,1885775
Female,Single,Unemployed,PhD,Housing,41,563172,24,1495687
Male,Widowed,Self-employed,Diploma,Business,59,274852,40,632314
Male,Single,Unemployed,Diploma,Business,25,814807,44,1665832
Male,Married,Self-employed,High School,Business,41,549376,58,1794033
Male,Divorced,Unemployed,Bachelor,Housing,33,329759,31,458548
Male,Single,Self-employed,Master,Business,43,382282,51,195693
Male,Widowed,Salaried,Bachelor,Personal,44,710406,19,1699734
Female,Divorced,Salaried,Bachelor,Business,54,282158,59,1641038
Male,Widowed,Salaried,Master,Business,21,729785,50,960789
Female,Widowed,Salaried,PhD,Medical,41,406489,49,935621
Male,Married,Salaried,Bachelor,Education,36,712495,29,614790
Male,Divorced,Unemployed,Master,Personal,53,374986,46,348818
Female,Single,Salaried,High School,Housing,56,958385,6,611548
Female,Single,Unemployed,Master,Education,27,500238,56,1010002
Male,Divorced,Salaried,High School,Education,42,88077,48,1821545
Male,Single,Salaried,PhD,Business,35,149784,27,754824
Male,Single,Self-employed,Diploma,Education,36,215776,28,646093
Male,Single,Unemployed,Master,Medical,53,325018,59,245991
Male,Divorced,Self-employed,Master,Education,27,79087,24,1882500
Female,Single,Unemployed,Bachelor,Education,50,808729,23,235541
Female,Single,Self-employed,High School,Education,22,774629,17,67194
Male,Single,Unemployed,PhD,Housing,64,823560,33,732171
Female,Divorced,Self-employed,High School,Education,52,602656,33,908809
Male,Widowed,Unemployed,PhD,Personal,61,753859,38,1753728
Male,Widowed,Self-employed,Bachelor,Education,51,351102,24,1617529
Female,Single,Unemployed,Diploma,Education,50,305064,33,618011
Male,Single,Self-employed,High School,Medical,38,261514,57,1329984
Male,Widowed,Unemployed,Bachelor,Medical,34,938660,54,518451
Male,Single,Self-employed,Diploma,Education,39,152180,42,1340689
Female,Married,Self-employed,Bachelor,Business,54,959349,31,1174874
Female,Widowed,Unemployed,Bachelor,Business,32,930304,40,633526
Female,Married,Unemployed,High School,Housing,52,794192,39,309425
Female,Married,Self-employed,Master,Medical,45,445928,40,1728297
Male,Widowed,Salaried,PhD,Personal,24,930114,45,560609
Female,Single,Self-employed,High School,Medical,49,611891,21,1205668
Female,Divorced,Self-employed,Diploma,Housing,28,43872,43,1362867
Male,Single,Salaried,Bachelor,Personal,27,282872,18,1328567
Female,Widowed,Self-employed,High School,Education,26,367246,28,350589
Male,Divorced,Salaried,Bachelor,Business,31,498535,59,759163
Male,Divorced,Self-employed,Diploma,Medical,30,394193,27,1290756
Male,Married,Unemployed,Diploma,Business,42,817015,21,680458
Female,Divorced,Unemployed,PhD,Housing,19,95774,33,397761
Female,Single,Self-employed,Diploma,Medical,52,934767,53,263482
Male,Divorced,Salaried,PhD,Medical,24,398518,40,889934
Male,Single,Salaried,Diploma,Education,38,208522,50,1739980
Female,Single,Self-employed,Bachelor,Medical,35,230357,51,874187
Female,Divorced,Salaried,Diploma,Business,20,422672,13,1762669
Female,Single,Salaried,PhD,Housing,59,887550,49,845911
Female,Single,Unemployed,PhD,Business,56,75942,27,649649
Female,Single,Salaried,PhD,Personal,58,547977,26,1775240
Male,Single,Salaried,Bachelor,Business,28,960438,31,478910
Male,Widowed,Unemployed,PhD,Medical,56,567564,45,1222808
Female,Widowed,Unemployed,Master,Business,41,519565,26,1990594
Female,Single,Self-employed,High School,Personal,63,532552,30,131171
Male,Married,Self-employed,Bachelor,Medical,36,636256,46,426295
Male,Single,Salaried,High School,Personal,21,423089,6,136296
Female,Widowed,Salaried,Diploma,Personal,43,809482,11,1239138
Male,Married,Salaried,Diploma,Education,55,600504,28,202324
Female,Married,Unemployed,High School,Housing,59,749804,56,548506
Male,Divorced,Self-employed,Diploma,Medical,49,356184,28,712222
Male,Single,Unemployed,Master,Business,56,555932,48,291535
Female,Widowed,Unemployed,PhD,Education,62,72021,48,1430679
Male,Single,Unemployed,Master,Medical,63,702485,28,1502242
Female,Single,Self-employed,PhD,Medical,53,470115,37,1416742
Male,Widowed,Salaried,Bachelor,Housing,57,52291,35,833258
Male,Divorced,Unemployed,Bachelor,Housing,54,438276,18,1946999
Female,Widowed,Salaried,Bachelor,Business,50,404754,48,1270575
Female,Single,Unemployed,PhD,Business,53,963680,23,805737
Male,Married,Salaried,High School,Housing,20,313664,28,1055594
Female,Married,Self-employed,Master,Business,26,35675,20,1410573
Female,Divorced,Unemployed,Master,Personal,25,683647,38,1130402
Male,Married,Unemployed,Master,Housing,50,272318,26,1927887
Male,Single,Salaried,Diploma,Medical,23,102268,44,1811201
Female,Married,Self-employed,Bachelor,Housing,58,307142,28,646649
Male,Single,Unemployed,Bachelor,Business,56,718672,32,290028
Male,Single,Self-employed,PhD,Housing,21,939616,50,1438710
Female,Married,Self-employed,Diploma,Education,30,639698,49,1450507
Male,Married,Self-employed,High School,Education,19,347369,23,1315832
Female,Divorced,Unemployed,Diploma,Personal,22,841246,29,90736
Male,Married,Self-employed,PhD,Business,61,357235,56,1385250
Female,Married,Salaried,Diploma,Business,44,322863,52,259124
Male,Single,Unemployed,Diploma,Personal,49,139887,45,1276706
Male,Married,Unemployed,High School,Education,38,306063,56,680368
Female,Married,Unemployed,Diploma,Medical,25,345299,47,517310
Female,Married,Self-employed,Bachelor,Business,55,343713,12,1434975
Male,Widowed,Unemployed,Master,Personal,25,837760,55,710246
Male,Married,Salaried,High School,Education,20,211554,53,438742
Male,Divorced,Salaried,Bachelor,Housing,61,821050,25,274793
Male,Divorced,Salaried,Master,Education,20,568963,32,692911
Male,Single,Salaried,High School,Housing,39,505010,11,1398107
Male,Single,Unemployed,Bachelor,Personal,23,815351,32,726935
Male,Married,Unemployed,High School,Business,19,800605,14,1735124
Female,Divorced,Self-employed,Master,Personal,40,381513,58,1076153
Male,Widowed,Salaried,PhD,Housing,61,822832,50,482859
Male,Single,Unemployed,High School,Business,19,191517,36,1552148
Female,Married,Unemployed,PhD,Education,55,80305,26,451072
Female,Divorced,Salaried,High School,Medical,34,702924,31,481385
Female,Widowed,Self-employed,High School,Business,52,449030,45,741150
Male,Widowed,Unemployed,Bachelor,Education,51,482963,53,1391708
Female,Widowed,Self-employed,Bachelor,Personal,40,623079,50,1601771
Female,Married,Self-employed,Master,Personal,47,169034,18,1437168
Male,Widowed,Salaried,Bachelor,Education,25,488108,54,1006010
Female,Widowed,Unemployed,High School,Personal,39,604821,28,1474150
Male,Single,Salaried,Diploma,Personal,61,197256,25,793264
Female,Widowed,Self-employed,Master,Business,53,486128,42,510522
Female,Divorced,Salaried,Master,Personal,22,900023,59,715329
Male,Single,Unemployed,Diploma,Education,30,675938,58,324548
Female,Married,Unemployed,High School,Personal,46,665348,33,1500781
Female,Married,Unemployed,Bachelor,Housing,48,683984,22,508521
Male,Divorced,Unemployed,High School,Medical,64,835626,33,1527775
Female,Widowed,Self-employed,Bachelor,Business,33,382047,46,1864220
Female,Divorced,Salaried,Master,Housing,59,403605,7,220534
Female,Married,Salaried,PhD,Business,47,371447,30,331504
Male,Married,Salaried,High School,Housing,33,252188,55,922089
Female,Widowed,Self-employed,PhD,Medical,29,386047,46,469503
Male,Widowed,Self-employed,High School,Housing,34,863823,11,246544
Female,Married,Salaried,Diploma,Education,33,247501,16,1345088
Female,Divorced,Salaried,Diploma,Housing,29,941298,43,1862901
Female,Single,Unemployed,PhD,Education,25,330146,11,1132736
Female,Single,Salaried,Master,Personal,37,307675,50,1367509
Male,Married,Self-employed,PhD,Housing,20,718175,16,208253
Female,Widowed,Unemployed,Bachelor,Personal,33,539274,19,719745
Female,Married,Salaried,Bachelor,Medical,47,828730,7,1967605
Female,Married,Unemployed,Master,Business,62,273625,45,1164217
Male,Widowed,Salaried,Diploma,Business,40,852840,8,1929255
Male,Single,Salaried,Master,Housing,45,210339,58,1709537
Female,Single,Salaried,High School,Personal,57,656238,40,1329898
Male,Married,Salaried,Master,Business,22,944339,38,317688
Female,Single,Salaried,Master,Education,37,135355,29,821143
Male,Single,Salaried,Diploma,Housing,57,37798,24,456491
Male,Single,Self-employed,Master,Medical,61,625937,23,1859225
Male,Widowed,Salaried,Master,Business,18,337031,54,637536
Female,Married,Unemployed,Bachelor,Medical,47,29477,57,346694
Male,Single,Self-employed,Bachelor,Housing,38,420482,29,1938701
Female,Single,Unemployed,Diploma,Housing,37,227400,50,965356
Male,Single,Unemployed,PhD,Housing,23,227060,40,1511433
Female,Divorced,Unemployed,Bachelor,Business,39,399959,6,1301397
Female,Single,Self-employed,Bachelor,Business,35,971030,41,830237
Male,Divorced,Salaried,Master,Medical,25,521181,30,1965029
Male,Widowed,Salaried,High School,Business,56,517831,50,1376325
Female,Widowed,Self-employed,Bachelor,Education,49,923858,54,546389
Female,Married,Self-employed,PhD,Business,50,415105,48,100713
Female,Widowed,Self-employed,Diploma,Housing,33,296479,39,1512182
Male,Widowed,Self-employed,High School,Housing,29,938758,30,1436123
Male,Widowed,Salaried,Master,Housing,55,358754,21,894898
Male,Single,Salaried,PhD,Housing,51,283586,39,1626845
Female,Widowed,Salaried,Bachelor,Education,31,842721,34,1038722
Female,Divorced,Unemployed,Diploma,Medical,53,850179,24,1479958
Male,Divorced,Unemployed,Master,Medical,50,833759,28,145335
Female,Widowed,Salaried,Master,Medical,40,943703,24,157441
Male,Married,Salaried,PhD,Medical,62,344971,30,1115560
Female,Widowed,Salaried,PhD,Personal,19,640752,21,1748444
Male,Widowed,Unemployed,Bachelor,Business,58,141184,59,947748
Male,Married,Self-employed,Diploma,Education,38,97051,56,465976
Male,Married,Self-employed,Master,Housing,19,160653,14,706884
Female,Divorced,Unemployed,Bachelor,Personal,44,255300,6,692742
Male,Divorced,Unemployed,High School,Education,26,594010,47,1147978
Female,Married,Salaried,Diploma,Business,18,102036,24,141656
Female,Widowed,Self-employed,Bachelor,Housing,28,762922,38,115614
Female,Divorced,Salaried,Master,Medical,20,157595,39,216963
Male,Single,Unemployed,Bachelor,Housing,40,863392,21,403153
Male,Divorced,Unemployed,PhD,Housing,43,782997,49,483048
Male,Divorced,Unemployed,Master,Personal,21,291696,45,1406556
Male,Married,Salaried,Bachelor,Housing,35,526612,23,1037938
Female,Single,Unemployed,PhD,Education,23,151880,39,833077
Female,Married,Self-employed,High School,Medical,52,245419,30,986066
Female,Married,Self-employed,Master,Housing,39,164692,50,1032014
Male,Single,Unemployed,Master,Education,60,273031,11,1753913
Male,Widowed,Self-employed,Master,Medical,32,303946,26,912839
Male,Married,Unemployed,Master,Business,39,619312,11,844042
Female,Single,Unemployed,PhD,Education,54,498765,37,1732245
Male,Married,Self-employed,Diploma,Personal,59,780097,46,1584710
Male,Divorced,Self-employed,Master,Medical,29,652927,53,1114367
Female,Single,Salaried,PhD,Housing,64,914680,48,1156623
Female,Single,Salaried,PhD,Medical,59,616226,44,1592640
Female,Widowed,Unemployed,PhD,Medical,55,227813,36,284898
Male,Widowed,Self-employed,Diploma,Medical,35,786388,47,511122
Male,Single,Salaried,Bachelor,Business,62,394890,15,725025
Female,Single,Self-employed,Bachelor,Medical,52,822481,35,120246
Female,Widowed,Salaried,Diploma,Medical,47,349933,57,1295512
Female,Divorced,Self-employed,High School,Personal,41,618814,23,1333531
Female,Widowed,Salaried,Bachelor,Education,59,411062,29,398292
Male,Single,Salaried,Master,Education,47,493779,57,620178
Female,Divorced,Salaried,Diploma,Medical,31,507952,14,1498586
Female,Single,Salaried,High School,Housing,23,580508,36,1655752
Male,Widowed,Unemployed,Diploma,Education,20,842595,20,1236397
Female,Divorced,Unemployed,PhD,Medical,33,406981,9,620819
Male,Widowed,Salaried,Master,Education,24,389270,45,857040
Female,Single,Self-employed,Bachelor,Housing,31,877918,14,393130
Male,Married,Unemployed,Diploma,Education,26,972774,50,1087886
Female,Widowed,Salaried,High School,Business,32,85277,14,396140
Female,Single,Self-employed,Bachelor,Business,38,529570,31,1678881
Male,Single,Self-employed,Diploma,Business,52,493455,9,1595739
Female,Divorced,Self-employed,High School,Business,19,900677,22,107676
Female,Widowed,Self-employed,High School,Housing,44,132332,21,1634424
Male,Married,Self-employed,Diploma,Business,19,244231,20,1546193
Male,Single,Unemployed,PhD,Business,52,557219,40,1149044
Male,Single,Salaried,High School,Personal,35,99116,57,1083388
Female,Widowed,Self-employed,High School,Medical,31,261671,10,737823
Male,Widowed,Self-employed,Master,Business,37,852065,10,999167
Male,Widowed,Salaried,Diploma,Education,35,483918,25,1036210
Female,Widowed,Self-employed,PhD,Education,27,586201,20,501989
Female,Divorced,Salaried,Bachelor,Personal,42,784504,23,869555
Female,Married,Unemployed,Bachelor,Medical,19,629064,52,1717210
Male,Married,Salaried,Master,Housing,42,35991,7,715078
Male,Single,Salaried,Master,Business,50,524265,34,1094281
Male,Divorced,Unemployed,Diploma,Housing,53,720205,18,767997
Female,Widowed,Self-employed,PhD,Medical,48,638380,9,1885036
Male,Married,Unemployed,Bachelor,Housing,31,239577,47,1029874
Female,Widowed,Unemployed,High School,Housing,18,720672,50,97599
Female,Divorced,Salaried,Diploma,Medical,63,413777,15,198469
Female,Married,Salaried,High School,Personal,33,944405,36,290270
Female,Single,Self-employed,Bachelor,Medical,63,771401,46,1143982
Female,Widowed,Unemployed,PhD,Housing,20,105556,13,1932665
Male,Divorced,Self-employed,Diploma,Education,52,859307,8,1166136
Female,Widowed,Self-employed,PhD,Medical,58,166989,53,566394
Female,Single,Self-employed,Bachelor,Education,23,334264,51,1727007
Male,Married,Self-employed,High School,Business,42,405204,14,570112
Female,Married,Self-employed,PhD,Business,30,516961,35,1243151
Female,Single,Salaried,High School,Medical,51,906473,58,1153519
Male,Divorced,Self-employed,High School,Housing,25,662755,16,1174415
Female,Divorced,Unemployed,PhD,Business,38,530616,40,656962
Female,Married,Self-employed,Bachelor,Medical,51,417472,42,599633
Female,Married,Self-employed,High School,Housing,21,390634,47,1348071
Male,Divorced,Unemployed,Bachelor,Housing,42,753088,18,1148966
Male,Single,Unemployed,PhD,Education,32,660443,41,1848977
Male,Divorced,Unemployed,PhD,Personal,21,300374,18,371701
Male,Married,Unemployed,PhD,Education,62,508682,17,1032558
Female,Divorced,Self-employed,Master,Medical,29,69778,42,1100482
Male,Married,Salaried,Master,Education,49,55833,15,1007671
Female,Divorced,Salaried,High School,Personal,49,819057,14,582249
Female,Single,Salaried,Diploma,Housing,45,566376,57,1255788
Female,Single,Unemployed,PhD,Medical,30,745010,12,955721
Female,Divorced,Salaried,PhD,Medical,48,968671,7,239773
Male,Divorced,Self-employed,Diploma,Medical,31,376081,59,1438287
Male,Divorced,Salaried,PhD,Medical,37,474507,28,392808
Female,Married,Self-employed,High School,Housing,35,206375,44,1179775
Male,Single,Unemployed,High School,Medical,46,86361,45,1883792
Male,Widowed,Unemployed,Diploma,Personal,23,360373,44,149764
Male,Widowed,Self-employed,High School,Personal,49,145189,26,1220933
Female,Married,Self-employed,Diploma,Business,46,624553,28,1441449
Male,Divorced,Unemployed,Diploma,Education,60,532154,34,471777
Female,Widowed,Unemployed,Bachelor,Business,19,632006,19,362712
Female,Widowed,Unemployed,PhD,Education,40,332854,31,945781
Male,Widowed,Unemployed,Bachelor,Business,36,629164,56,909734
Female,Widowed,Unemployed,Bachelor,Housing,48,994558,10,1062884
Male,Married,Unemployed,Bachelor,Medical,22,40949,36,1717832
Male,Single,Unemployed,Master,Personal,36,950051,30,210576
Male,Single,Self-employed,Bachelor,Housing,51,747242,36,1922154
Male,Widowed,Unemployed,PhD,Business,27,864568,55,1663161
Male,Single,Unemployed,Diploma,Medical,42,121541,25,660682
Female,Single,Self-employed,Bachelor,Personal,19,729979,49,963605
Female,Married,Self-employed,High School,Education,28,71842,22,962374
Male,Married,Unemployed,High School,Medical,48,498019,50,1560399
Female,Divorced,Self-employed,High School,Medical,32,242930,7,66939
Female,Married,Self-employed,Bachelor,Housing,26,299134,30,493931
Female,Single,Salaried,Bachelor,Housing,40,681553,18,356604
Female,Single,Self-employed,Diploma,Medical,36,302253,44,249294
Female,Single,Salaried,PhD,Housing,26,140356,33,980170
Male,Widowed,Salaried,High School,Education,52,946737,47,112119
Female,Single,Unemployed,PhD,Business,38,778917,11,740681
Male,Divorced,Self-employed,High School,Personal,26,747090,8,1242834
Female,Widowed,Unemployed,High School,Medical,45,924565,40,1508251
Female,Married,Unemployed,Diploma,Personal,63,699870,23,1053750
Male,Divorced,Self-employed,Bachelor,Medical,24,797738,16,1317403
Female,Divorced,Salaried,Diploma,Business,33,13849,59,1365777
Male,Married,Self-employed,Diploma,Housing,33,22360,25,1028167
Female,Divorced,Salaried,High School,Education,50,383216,10,199805
Male,Divorced,Unemployed,High School,Education,21,787567,24,1904165
Male,Married,Unemployed,PhD,Business,21,629055,27,1920038
Female,Widowed,Self-employed,Bachelor,Education,56,271445,24,200685
Male,Married,Self-employed,Diploma,Medical,57,711160,52,1731476
Female,Married,Salaried,Master,Medical,34,531658,21,427224
Male,Single,Unemployed,PhD,Business,54,440179,29,1968036
Female,Married,Salaried,Master,Personal,56,64330,46,529498
Male,Widowed,Unemployed,Diploma,Personal,46,61707,9,1234836
Female,Married,Unemployed,High School,Business,53,290833,20,288178
Female,Single,Self-employed,Diploma,Personal,55,563372,30,309418
Male,Widowed,Salaried,Bachelor,Medical,56,50387,49,79680
Female,Single,Salaried,PhD,Business,54,871248,40,284433
Female,Single,Unemployed,Master,Personal,52,536930,19,414446
